hotel_names,star_rating,distance_from_center,swimmingpool,breakfast,breakfast_and_dinner,free_cancellation,address,Air conditioning,Heating,WiFi is available in all areas and is free of charge.,City view,Wardrobe or closet,Soundproofing,TV,Coffee machine,Private bathroom,Lift,Safety deposit box,Pets are allowed. Charges may be applicable.,24-hour front desk,Bar,Room service,Fitness centre,Spa lounge/relaxation area,Electric kettle,Minibar,Tea/Coffee maker,Restaurant,Parking garage,Airport shuttle,Non-smoking rooms,24-hour security,Towels,Facilities for disabled guests,Hairdryer,Iron,Electric vehicle charging station,city
Folkestone Opéra,3,2600,0,1,0,1,"9, Rue de Castellane, 8th arr., 75008 Paris, France",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1
Bulgari Hotel Paris,5,3900,1,1,0,1,"30 Avenue Georges V, 8th arr., 75008 Paris, France",1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1
Hôtel Le Marcel Paris Gare de l'Est,4,2200,0,1,0,1,"11, rue du 8 Mai 1945, 10th arr., 75010 Paris, France",1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1
Oh la la ! Hotel Bar Paris Bastille,3,1400,0,1,0,1,"6 Rue de la Roquette, 11th arr., 75011 Paris, France",1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
Hotel Dadou Paris,4,4600,0,1,0,1,"10 rue Troyon, 17th arr., 75017 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1
YOOMA Urban Lodge,3,5000,0,0,0,1,"51 Quai de Grenelle, 15th arr., 75015 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1
Hotel Caumartin Opéra - Astotel,3,2400,0,1,0,1,"27 rue Caumartin, 9th arr., 75009 Paris, France",1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1
Hotel Camille Paris Tapestry Collection by Hilton,4,1900,0,1,0,1,"5 rue de Lyon, 12th arr., 75012 Paris, France",1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1
HOTEL PRINCE DE CONTI,3,1000,0,0,0,1,"8 Rue Guénégaud, 6th arr., 75006 Paris, France",1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1
Hôtel Riesner,3,1800,0,1,0,1,"19 Rue d'Austerlitz, 12th arr., 75012 Paris, France",1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1
Ibis Styles Paris Gare Saint Lazare,3,3400,0,1,0,1,"9, Rue de Constantinople, 8th arr., 75008 Paris, France",1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1
Le Hameau de Passy,2,5300,0,0,0,1,"48, rue de Passy, 16th arr., 75016 Paris, France",0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
Le Littré,4,2400,0,1,0,1,"9, Rue Littré, 6th arr., 75006 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1
Le Tourville Eiffel,4,3200,0,1,0,1,"16, avenue de Tourville, 7th arr., 75007 Paris, France",1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1
Montfleuri,4,4900,0,1,0,1,"21 Avenue De La Grande Armée, 16th arr., 75016 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1
Hôtel Cabane - Orso Hotels,3,3600,0,1,0,1,"76 Rue Raymond Losserand, 14th arr., 75014 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
Mom'Art Hotel,4,3100,0,0,0,1,"42 Rue d'Orsel, 18th arr., 75018 Paris, France",1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1
Normandy Le Chantier,0,1500,0,1,0,1,"7, Rue de l'Echelle, 1st arr., 75001 Paris, France",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1
Grand Hôtel Magenta,1,2700,0,0,0,1,"129 boulevard de Magenta , 10th arr., 75010 Paris, France",0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Hôtel Du Mont Dore Batignolles,3,3700,0,0,0,1,"19 Rue Du Mont Dore, 17th arr., 75017 Paris, France",0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1
Hotel Atmospheres,4,900,0,1,0,1,"29-31, rue des Ecoles, 5th arr., 75005 Paris, France",1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1
Dauphine Saint Germain,3,900,0,0,0,1,"36, Rue Dauphine, 6th arr., 75006 Paris, France",1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1
Ibis Styles Paris Gare de l'Est Magenta,3,2100,0,1,0,1,"4 rue sibour, 10th arr., 75010 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
Hotel Westminster,4,2000,0,1,0,1,"13, Rue De La Paix, 2nd arr., 75002 Paris, France",1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1
Hotel Chavanel,4,2500,0,0,0,1,"22 Rue Tronchet, 8th arr., 75008 Paris, France",1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Hotel Pax Opera,3,2200,0,0,0,1,"47 Rue De Trevise, 9th arr., 75009 Paris, France",1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Hotel Le petit Paris,4,1400,0,1,0,1,"214 rue Saint Jacques, 5th arr., 75005 Paris, France",1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1
Hôtel Chaplain Paris Rive Gauche,4,2200,0,1,0,1,"11 Bis, Rue Jules Chaplain, 6th arr., 75006 Paris, France",1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1
Hôtel des Ducs D'Anjou,4,500,0,0,0,1,"1 Rue Sainte Opportune, 1st arr., 75001 Paris, France",1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1
Hotel Du Cadran,4,3300,0,1,0,1,"10 Rue Du Champ De Mars, 7th arr., 75007 Paris, France",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1
Hotel Boronali,3,3600,0,1,0,1,"65 Rue de Clignancourt, 18th arr., 75018 Paris, France",0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1
Hôtel La Nouvelle République & Hammam,3,2400,0,1,0,1,"9 Rue Moret, 11th arr., 75011 Paris, France",1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1
Hôtel Paris Bastille Boutet - MGallery,5,2400,1,1,0,1,"22 24 Rue Faidherbe, 11th arr., 75011 Paris, France",1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1
Apollon Montparnasse,3,3500,0,1,0,1,"91 Rue de l'Ouest, 14th arr., 75014 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1
Hôtel du Plat d'Etain,3,1400,0,0,0,1,"69 Rue Meslay, 3rd arr., 75003 Paris, France",1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1
Hôtel Mistral,3,3000,0,1,0,1,"24, rue Cels, 14th arr., 75014 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1
Prince Albert Lyon Bercy,3,2200,0,1,0,1,"108 Rue De Charenton, 12th arr., 75012 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1
Classics Hotel Bastille,3,2600,0,0,0,1,"131, rue de Charonne, 11th arr., 75011 Paris, France",0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1
Renaissance Paris Republique Hotel & Spa,5,1500,0,1,0,1,"40 Rue Rene Boulanger, 10th arr., 75010 Paris, France",1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
Hotel Daval,2,1400,0,0,0,1,"21 rue Daval, 11th arr., 75011 Paris, France",1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
Les Jardins De La Villa,4,5400,0,1,0,1,"5 Rue Belidor, 17th arr., 75017 Paris, France",1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1
Hôtel Piapia,3,4200,0,1,0,1,"14 bis, rue des Maraichers, 20th arr., 75020 Paris, France",1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
Hôtel Opera Lafayette,3,2200,0,1,0,1,"80 Rue Lafayette, 9th arr., 75009 Paris, France",1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
Maison Saintonge,4,1000,0,1,0,1,"16 Rue De Saintonge, 3rd arr., 75003 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1
Roi de Sicile - Rivoli -- Luxury apartment hotel,4,450,0,0,0,0,"19 Rue de Rivoli, 4th arr., 75004 Paris, France",1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1
Hotel Le Six,4,2200,0,0,0,1,"14 Rue Stanislas, 6th arr., 75006 Paris, France",1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1
ibis Paris Gare de Lyon Diderot,3,2100,0,1,0,1,"31 bis boulevard Diderot, 12th arr., 75012 Paris, France",1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1
Campanile Paris 15 - Tour Eiffel,0,4600,0,0,0,1,"30 Rue Saint Charles, 15th arr., 75015 Paris, France",0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1
Le Clos Medicis,3,1200,0,1,0,1,"56, Rue Monsieur Le Prince, 6th arr., 75006 Paris, France",1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1
Hôtel Alexandrine Opera,3,3200,0,1,0,1,"10 Rue De Moscou, 8th arr., 75008 Paris, France",1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Berkeley,0,2500,0,0,0,1,"2, Rue d'Odessa, 14th arr., 75014 Paris, France",1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
Doisy Etoile - Orso Hotels,4,5000,0,1,0,1,"55 avenue des Ternes, 17th arr., 75017 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1
Le 12 Hôtel,4,3100,0,1,0,1,"12 rue de Vienne, 8th arr., 75008 Paris, France",1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1
Grand Hotel du Loiret,3,300,0,0,0,0,"8 rue des Mauvais Garçons, 4th arr., 75004 Paris, France",0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1
Le 123 Elysees - Astotel,4,3600,0,1,0,1,"123 Rue Du Faubourg Saint Honoré, 8th arr., 75008 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1
Hôtel Soft,3,1900,0,1,0,1,"52 Bis Rue Des Vinaigriers, 10th arr., 75010 Paris, France",1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1
Elysées Hôtel,3,3600,0,1,0,1,"100 rue la Boétie, 8th arr., 75008 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1
Carladez Cambronne,3,3900,0,0,0,1,"3 Place Du General Beuret, 15th arr., 75015 Paris, France",1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1
Stella Etoile,3,4800,0,0,0,1,"20, avenue Carnot, 17th arr., 75017 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1
Hôtel Montecristo,4,2100,1,1,0,1,"20 Rue Pascal, 5th arr., 75005 Paris, France",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1
Hôtel Apollo Opéra,3,3200,0,0,0,1,"32 rue de Douai, 9th arr., 75009 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1
Hôtel Des Arts-Bastille,3,2300,0,0,0,1,"2 Rue Godefroy Cavaignac, 11th arr., 75011 Paris, France",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1
Hotel Max,3,3600,0,1,0,1,"34, rue d'Alésia, 14th arr., 75014 Paris, France",1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1
ZE Hotel,4,2500,0,1,0,1,"10 Rue de la Tour d'Auvergne, 9th arr., 75009 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1
Seven Hotel,4,2000,0,1,0,1,"20 rue Berthollet, 5th arr., 75005 Paris, France",1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1
Hôtel Magellan,3,5200,0,1,0,1,"17-19 Rue Jean Baptiste Dumas, 17th arr., 75017 Paris, France",1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
La Clef Louvre Paris by The Crest Collection,5,1400,0,0,0,1,"8 Rue De Richelieu, 1st arr., 75001 Paris, France",1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
Hôtel Beaurepaire,3,1700,0,0,0,1,"31 rue Albert Thomas, 10th arr., 75010 Paris, France",0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
Hôtel Crayon Rouge by Elegancia,4,1200,0,1,0,1,"42 rue Croix des Petits Champs, 1st arr., 75001 Paris, France",1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1
Philéas Lazare & Spa,4,2900,0,1,0,1,"24, Rue d'Amsterdam, 9th arr., 75009 Paris, France",1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1
Le Grey Hotel,4,3300,0,1,0,1,"12 rue de Parme, 9th arr., 75009 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1
Auteuil Tour Eiffel,4,5600,0,1,0,1,"8/10 Rue Félicien David, 16th arr., 75016 Paris, France",1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1
Hotel Des Deux Continents,3,1300,0,1,0,1,"25 Rue Jacob, 6th arr., 75006 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1
Madrigal,3,3300,0,1,0,1,"32 Boulevard Pasteur, 15th arr., 75015 Paris, France",0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1
Hotel Palm - Astotel,3,2400,0,1,0,1,"30 Rue De Maubeuge, 9th arr., 75009 Paris, France",1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1
Hotel Trinité Haussmann,4,2900,0,1,0,1,"41, rue Jean-Baptiste Pigalle, 9th arr., 75009 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1
Europe Hotel Paris Eiffel,3,4100,0,1,0,1,"103 Bd De Grenelle, 15th arr., 75015 Paris, France",1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1
Hotel Jenner,3,2600,0,0,0,0,"10 Rue Jenner, 13th arr., 75013 Paris, France",1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
HOTEL DE PARIS MONTPARNASSE,3,2800,0,0,0,1,"51 Avenue du Maine, 14th arr., 75014 Paris, France",0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1
LE MATISSIA,4,2200,0,0,0,1,"2 Rue de Montholon, 9th arr., 75009 Paris, France",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1
Hôtel Elysées Régencia,4,4100,0,1,0,1,"41, Avenue Marceau, 16th arr., 75016 Paris, France",1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1
Waldorf Montparnasse,3,2600,0,0,0,1,"17 rue du Départ, 14th arr., 75014 Paris, France",1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
Hôtel de l'Aveyron,1,1800,0,0,0,1,"5 rue d'Austerlitz, 12th arr., 75012 Paris, France",0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Idol Hotel,4,3400,0,1,0,1,"16 rue d'Edimbourg, 8th arr., 75008 Paris, France",1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1
Bob Hotel,4,3500,0,1,0,1,"30 rue Pernety, 14th arr., 75014 Paris, France",1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1
Mercure Paris Opera Grands Boulevards,4,1900,0,1,0,1,"42, Rue Des Petites Ecuries, 10th arr., 75010 Paris, France",1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1
Hôtel Le Colisée,3,3600,0,0,0,1,"6, rue du Colisée, 8th arr., 75008 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1
Hotel de Neuville Arc de Triomphe,4,5000,0,1,0,1,"3 Rue Verniquet, 17th arr., 75017 Paris, France",1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1
Hotel Design Sorbonne,3,1200,0,0,0,1,"6 rue Victor Cousin, 5th arr., 75005 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1
Hôtel de France Quartier Latin,2,1900,0,1,0,1,"108 Rue Monge, 5th arr., 75005 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1
Hôtel Saint Germain,4,2000,0,1,0,0,"88 Rue du Bac, 7th arr., 75007 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1
The ReMIX Hotel,4,5100,0,1,1,1,"28 av Corentin Cariou, 19th arr., 75019 Paris, France",1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1
Hôtel AMI - Orso Hotels,3,3900,0,1,0,1,"7 Rue Du Général Beuret, 15th arr., 75015 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1
Hôtel Eiffel Kensington,2,3600,0,0,0,1,"79 Avenue De La Bourdonnais, 7th arr., 75007 Paris, France",0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1
Le Mathurin Hotel & Spa,4,2700,0,1,0,1,"43 Rue des Mathurins, 8th arr., 75008 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1
Hôtel Paris Voltaire,2,1900,0,0,0,0,"79 rue Sedaine, 11th arr., 75011 Paris, France",0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1
Beatrice et Emmanuel Meublé Eiffel,0,3400,0,0,0,1,"32 rue Bosquet, 7th arr., 75007 Paris, France",1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
Mercure Paris Place d'Italie,4,2900,0,1,0,1,"25 Boulevard Auguste Blanqui, 13th arr., 75013 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1
Hotel Havane Opera,3,2200,0,0,0,1,"44 Rue de Trévise, 9th arr., 75009 Paris, France",0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
Hôtel Le Daum,3,4100,0,0,0,1,"15 Rue Gossec, 12th arr., 75012 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1
Hotel Auguste,3,4600,0,1,0,1,"25 Rue Alain Chartier, 15th arr., 75015 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1
Hôtel Elysia,5,3800,0,1,0,1,"35 Rue De Berri, 8th arr., 75008 Paris, France",1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1
Villa Glamour,3,5400,0,0,0,1,"85 Rue de la Pompe, 16th arr., 75016 Paris, France",1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1
Régence Etoile,4,4800,0,1,0,1,"24 Avenue Carnot, 17th arr., 75017 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1
Hôtel du Quai de Seine,2,3800,0,1,0,1,"3 passage de Flandre, 19th arr., 75019 Paris, France",0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1
Mama Shelter Paris East,2,3800,0,1,0,1,"109, Rue De Bagnolet, 20th arr., 75020 Paris, France",1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1
Hôtel de l'Exposition - Tour Eiffel,3,4700,0,0,0,1,"42 Bis Rue Du Théatre, 15th arr., 75015 Paris, France",1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1
"Tinah Paris, Aboukir",0,1400,0,1,0,1,"137 Rue d'Aboukir, 2nd arr., 75002 Paris, France",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
La Finca Hôtel & Spa,3,1500,0,1,0,1,"44 boulevard Richard Lenoir , 11th arr., 75011 Paris, France",1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1
Glasgow Monceau by Patrick Hayat,3,4500,0,1,0,1,"3, Rue de la Félicité, 17th arr., 75017 Paris, France",1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1
Villathena,3,2900,0,1,0,1,"23 Rue d'Athènes, 9th arr., 75009 Paris, France",1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1
ibis Paris Alesia Montparnasse,3,3900,0,1,1,1,"49 rue des Plantes, 14th arr., 75014 Paris, France",1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
Hotel Rochechouart - Orso Hotels,4,2900,0,1,0,1,"55 Bld Rochechouart, 9th arr., 75009 Paris, France",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1
Hôtel Le Relais Saint Charles,3,4300,0,0,0,1,"72 Boulevard de Grenelle, 15th arr., 75015 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1
Hôtel Clarisse,3,4800,0,0,0,1,"159 Boulevard Lefebvre, 15th arr., 75015 Paris, France",1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1
Alizé Grenelle Tour Eiffel,3,4800,0,0,0,1,"87 Avenue Emile Zola, 15th arr., 75015 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1
